MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
* lam Eri,077.2865964508,-08.7540807842,0.25,-1.97,4.27,3.17
HD  90966,157.0760809236997,-63.1645680645426,-17.705,2.224,6.426,5.68
HD 103493,178.75558112,-56.09598406,208.26,-196.50,6.69,
BD-16  2589,131.8394545413,-17.0528768067,-13.34,-9.96,6.50,
HD   8895,021.8548275437988,-20.3518026832402,13.302,23.908,6.89,
HD  71255,126.2948277490800,-31.9401872904832,-14.617,7.546,6.81,
* tau Dra,288.8874119969520,+73.3555201699526,-127.604,94.023,4.45,7.15
HD 108054,186.3230542311832,-65.7698548035261,-63.986,-99.819,6.304,
*  26 Crt,175.4331113865782,-32.4994011065756,-6.580,-33.427,5.200,
HD 136703,230.7377402171204,-26.6887623988162,16.189,4.931,6.542,
HD  78846,139.2558450648490,+77.0741925790315,1.951,10.627,6.97,
V* R Car,143.0608318352304,-62.7889014436315,-37.900,22.232,6.10,8.51
HD   3283,009.1139339017312,+60.3262125236533,2.547,-1.497,5.792,6.24
HD 211006,333.4112435922835,+28.6080142968126,75.597,-2.008,5.867,
HD  64181,117.6771277116876,-44.5799488813270,-12.298,13.820,6.457,
HD  28342,068.2796884514121,+67.6314448122402,9.693,-27.470,6.95,
HD  60997,114.1487559585697,-14.4834324301278,-6.966,0.799,6.935,
HD  77250,135.3807772597200,+05.6409853113420,-29.325,-3.967,6.052,
HD  44472,097.06035274,+70.53531894,-0.76,11.49,6.040,6.270
* sig Hyi,028.9606247675343,-78.3485461756067,103.13,53.57,6.146,
* nu. Pup,099.4402973029,-43.1959333808,-0.44,-3.87,3.17,2.65
HD  93206A,161.095458,-59.993319,-8.5,2.2,6.313,
HD 188652,298.9886019277772,+10.2071885770988,144.037,4.097,6.81,
HD  10971,027.9501770758,+75.5895971781,78.99,-44.22,6.94,
HD 116249,200.6289493232941,-06.2021493445825,-72.373,-142.351,6.64,
HD  44480,095.4241058721253,-08.2360682219915,0.150,-18.293,6.96,
HD 163336,269.0793137241139,-15.8125276999810,-9.77,-65.32,5.929,
* kap01 Ind,329.6251687516322,-59.0120816015235,24.729,15.315,6.141,
* ksi UMa,169.545549500,+31.529288900,-453.7,-591.4,3.79,4.42
*  34 Leo,152.9092146654,+13.3551130911,39.26,-37.33,6.427,
HD 118904,204.2957852994320,+71.2422515195526,-36.934,-7.584,5.496,
HD 195575,307.8834781872504,+21.8950747744189,15.182,-4.176,6.85,
HD  74822,131.2868742300388,-32.2492619015762,59.705,-80.835,6.88,
HD 115400,199.5827838899260,-63.4491467477493,-4.143,-1.672,6.824,8.11
HD 113104,195.4427675853815,-39.6161471124672,-169.056,26.664,6.65,
HD 196775,309.7706994942837,+15.8381970306245,-0.702,-15.157,5.980,5.110
V* XZ Psc,358.6942675221,+00.1093107194,-39.57,-13.77,5.61,8.71
V* U Aql,292.33900119,-07.04408608,-0.99,-9.14,6.61,8.41
* eps UMa,193.5072899675,+55.9598229569,111.91,-8.24,1.77,1.76
HD  91434,158.3023710289315,-13.4042401174825,-23.797,-6.561,6.50,
HD 134329,227.4637451569006,-23.9859718195581,-22.657,-26.103,6.54,
HD 202457,319.6849071117705,-61.3527347436836,452.614,-437.681,6.60,
HD  84633,147.2084976398125,+60.0969079438658,-77.639,-51.097,7.00,
HD 135549,229.2473667901477,-38.4476900478923,-81.082,-0.682,6.86,
HD  71795,127.4016039520221,+08.4172172504193,-5.365,-5.116,6.82,
HD  68423,122.1026678488081,-63.8008206026359,-7.942,4.958,6.314,
HD   7389,019.0495856752583,+71.7438403746255,-1.238,1.791,5.86,
HD  75649,132.5901543816300,-28.6176186501428,-19.879,-6.543,6.168,
HD  45680,096.7816022276104,-37.8955041521473,-2.194,45.819,6.487,
V* V367 Cyg,311.9982702147372,+39.2877007503143,-3.592,-4.086,6.990,8.080
* alf Pyx,130.8980731433,-33.1863860522,-14.27,10.43,3.68,2.65
HD  92783,160.2767281224276,-64.4743792860170,-17.206,10.667,6.689,
HD 211073,333.4696971312260,+39.7149289319275,39.155,18.441,4.49,7.32
* r Tau,065.96593970,+09.46097053,-20.32,-5.32,5.098,
HD 202593,319.6133883985285,-47.0023035084986,77.88,-56.94,6.97,
HD 223274,356.9782024428254,+67.8068046081988,16.042,-0.554,5.044,
*  35 LMi,159.0892535536790,+36.3269288596839,36.432,-33.400,6.287,
HD  47176,099.5787605961533,+24.4504207448847,0.303,-38.772,6.73,
HD  68627,122.8281322192066,-45.8181185544653,-20.669,10.515,6.929,
HD  63868,117.3096040408456,-40.7010653852865,-8.646,4.740,6.506,5.65
* ups Sgr,290.4317618142,-15.9550173536,1.34,-6.25,4.61,4.18
*  66 And,036.9657422744264,+50.5699744714683,31.700,-90.312,6.156,
* ups01 Eri,068.3772977230949,-29.7664937469875,-114.074,-271.666,4.51,6.20
HD 145809,243.4180958566623,-21.3999607759866,-122.876,8.013,6.69,
HD 159330,262.6815618380160,+57.8768240884816,13.250,-13.766,6.210,9.210
V* EV Boo,225.6277751084368,+31.6838522073034,-26.652,19.136,6.69,
* chi Cet,027.3962631671,-10.6864076044,-148.11,-93.43,4.68,5.04
HD 139951,232.4744878371218,+80.7710606558255,15.681,9.473,6.940,8.570
* gam01 Oct,358.0269783015290,-82.0188235688090,-45.884,-15.576,5.106,
HD   2023,006.1235418339450,-02.2190624274423,-34.206,-41.678,6.067,
* psi02 Aur,099.8326092765921,+42.4888796893752,0.195,-56.421,4.82,7.36
HD  10204,025.1652147380691,+43.2976340841173,105.566,-32.522,5.629,
HD 139780,234.5947737728233,+43.6042592415870,-18.720,4.116,6.795,
HD  28114,066.5879241962834,+08.5902656051122,1.959,-6.992,6.055,5.65
HD  64967,118.9941481654684,-12.6081938044066,-31.886,83.028,6.57,
HD  40201,088.31130940,-61.83941858,-6.11,-0.76,6.84,
HD 127369,218.8727151627016,-73.6943102821812,-19.971,-17.806,6.93,
HD  66194,119.7106287734548,-60.8244598191766,-4.636,10.889,5.81,4.92
HD 150012,249.4500422337468,+13.6870330988675,-33.022,-63.296,6.320,6.750
HD  17572,042.5014121740225,+30.5262084861064,40.903,-49.916,6.73,
*   4 Cep,310.7959166060698,+66.6574463429813,25.835,34.594,5.600,5.880
HD  25657,061.4002276358863,+34.2391658335152,42.109,-59.500,6.64,
V* KW UMa,176.7825156864464,+61.4018682004743,-38.010,-42.939,6.587,
HD 186461,296.2262427839767,-10.5728780651880,1.766,-63.235,6.67,
* gam Eri,059.5073622871,-13.5085193806,61.57,-113.11,2.94,6.52
HD 186042,295.9067441289332,-37.5387651488217,2.217,-17.929,6.131,
HD  46479,097.4803479815526,-59.5906800017416,1.252,-1.548,6.79,
HD 208285,328.9818284496259,-30.6059211328949,53.06,-20.46,6.414,
* tau Phe,000.2690951089981,-48.8098757149346,-17.474,-6.016,5.698,
HD 109756,189.2784552545842,-02.3221039658098,155.585,-146.492,6.95,
HD   1439,004.6594072922648,+31.5172303794522,55.916,-7.796,5.875,
HD 114371,197.9643344120013,-69.9420161004883,35.065,1.560,5.906,
HD 173854,282.0558227559313,-19.1989156503904,2.79,-7.07,6.90,
HD  10553,025.4216817221044,-50.0386339531927,-13.990,-14.018,6.637,
HD 111031,191.6285093118449,-11.8124413965877,-279.792,46.712,6.87,
HD  75175,132.1368660506736,+02.5636637270703,-2.030,-28.592,6.91,
HD  34880,080.11003168,-05.36752820,-2.56,-4.81,6.412,6
HD 184574,293.8894153687162,-12.2531148231489,-7.031,-19.309,6.271,
V* T Mic,306.9799467945933,-28.2610550557253,-4.682,12.562,6.74,
HD  12040,029.3510714032677,-36.0574213565691,29.480,23.345,6.980,
Cl Trumpler   16,161.292,-59.717,-5.38,4.02,5.0,
[AKS95]   73,129.55471,+20.44075,,,5.832,
HD 180613,288.9901757083848,+31.2408383765374,-4.317,-7.528,6.812,6.09
HD 177459,286.0406603380636,+17.5560900489457,129.804,76.414,6.927,
HD 151087,250.9653645972451,+34.0388027136315,-72.807,57.230,6.010,
HD  76053,133.3723227793222,-11.3918642842332,-2.325,18.619,6.98,
V* IQ Aur,079.7501187405272,+33.7483992750050,13.557,-30.086,5.371,
HD  81353,140.7749183148444,-53.8201716537773,-9.704,7.309,6.810,
TYC 3852-476-1,209.730896,+53.106456,18.6,-7.0,6.89,
HD  34579,079.8112111104407,+20.1345903029338,-35.836,-28.952,6.107,
HD  88025,152.1476022970601,-15.6119354997980,-37.528,2.518,6.244,
V* AH Cep,341.9705882587924,+65.0621660519990,-2.190,-0.415,6.88,6.53
HD 157823,261.3281791610041,+08.9246665083897,-51.247,-55.982,6.68,
* 191 Oph,261.2760003691396,-24.2436841451509,23.010,10.567,6.171,
HD  76380,133.5531956345101,-43.4989554764492,-5.694,7.540,6.945,
* i Aql,285.4201128063,-05.7391148408,-24.41,-39.66,4.02,6.15
HD 221745,353.7056645132059,-15.2460027618205,47.854,-86.799,5.944,
*  11 Cnc,122.2066708674091,+27.4804059592421,-8.761,-22.159,6.92,
HD 158306,262.6413406661897,-43.2260700669995,40.13,-28.30,6.94,
HD 197018A,309.888767,+40.579422,-0.3,-4.3,6.746,
HD  26415,065.0114952203099,+78.0795857617983,7.270,-8.509,6.95,
HD  73504,129.0425315069279,-56.7123602313373,-15.710,-41.895,6.96,
HD 182509,291.9504878165648,-54.3252731682072,-5.368,10.129,5.688,
HD 123151,212.0595685128885,-63.2079499719652,21.612,34.703,6.389,
HD 155974,259.0900102170954,-35.7502971970941,-111.09,-343.18,6.12,
HD 126367,216.3745476360106,-19.9699828986736,-25.068,-12.466,6.595,
*  10 Gem,094.7267778962655,+23.6032827689765,-0.221,-6.924,6.550,8.030
HD  89848,155.5590513800518,+08.9643678202465,-24.898,-10.425,6.65,
HD 163482,269.4864760688115,-36.0079333313931,9.253,-8.701,6.83,
HD 145689,244.2725418302765,-67.9412846374920,-45.867,-84.222,5.944,
HD 144481,242.4965727773557,-62.9671517270722,-12.612,-60.360,6.488,
Cl Tombaugh    1    18,,,,,6.77,
HD 217498,345.3460184005230,-22.7908949499406,28.439,-25.976,6.28,
V* V352 UMa,193.9126167975734,+54.9612450090791,-5.493,8.850,6.79,
HD  22243,053.6561324143920,-09.8682581173531,20.472,5.738,6.239,
HD 118384,204.53177587,-58.41464508,-0.94,-26.33,6.454,
HD 203754,321.3155905667961,-34.8567517639741,26.965,-77.802,6.90,
HD  94083,163.1286879063737,+52.5653486316290,-13.136,-26.087,6.730,8.850
* tet01 Ori C,083.8186100384533,-05.3896936396417,2.111,-0.588,5.13,4.20
HD   1064,003.7271521802491,-09.5695638612365,23.85,-7.73,5.749,
HD 150177,249.9130406940481,-09.5545871843955,11.525,-145.987,6.332,
HD   6497,016.7507270529191,+56.9349710108940,94.445,-108.658,6.401,
HD  48805,101.5432063688011,+23.3712234672564,-12.022,44.384,6.490,7.770
HD 113852,196.7260232681504,-35.8620466557804,49.819,-79.822,5.630,
*   7 LMi,142.6801262168646,+33.6557105710630,-26.544,-47.454,5.857,
V* OY Vel,135.43566848,-52.18868503,-13.33,13.54,5.295,
HD  36337,082.8988685296727,+14.9289066991677,4.020,-7.302,6.68,
V* V436 Pup,125.8205545703444,-38.2860805171419,-0.915,-5.684,6.32,9.81
HD  55105,107.0276320719074,-57.3311236592104,-17.515,33.258,6.86,
*  14 Cam,078.3801852738506,+62.6911334891041,-36.338,1.038,6.477,
V* V407 Car,159.5731400430990,-65.0419346647744,-17.496,11.542,6.711,
HD 212075,335.3698540786839,+14.3701704953003,-17.107,-28.982,6.94,
HD  76461,134.3278090357008,+32.4451337644111,-73.270,-18.543,6.98,
HD 191220,306.2288227103995,-83.3106198908003,23.254,6.338,6.142,
HD 208219,328.2798895740316,+56.2125619926667,25.467,4.312,6.87,
HD 224283,359.1247798883036,-24.7372184728756,4.890,9.991,6.315,
HD  56876,109.4500493254708,-26.7975578582525,-1.623,0.899,6.434,5.67
HD 105138,181.5830206606937,-68.6514054007357,-5.341,-1.656,6.226,
HD 203475,320.7520589522825,-22.6690506156256,35.842,1.040,5.600,
*  31 Cyg B,303.4133320810256,+46.7118594928675,3.715,2.054,6.99,6.27
V* SW Vir,198.5182953091681,-02.8069875841238,-42.418,-1.362,6.85,9.24
*  59 Hya B,224.663543608,-27.657151811,-44.4,-10.7,6.76,
HD  14272,034.9053322195127,+39.8349448361593,23.514,-15.310,6.628,
* iot Pic B,072.7354093921179,-53.4596988483315,-80.769,85.658,6.19,
HD  47366,099.4199746704034,-12.9851180156806,9.834,-125.718,6.106,
HD  56593B,109.279067,-12.033883,31.7,-54.5,6.96,
HD 119537,205.9759907251704,-05.4989388219173,-52.333,-14.884,6.498,
HD  45618,101.1264847783243,+82.1153359191045,13.561,-54.637,6.630,6.890
HD 224342,359.2651337571455,+42.6582321893426,5.607,-2.069,6.020,
*  42 Aqr,334.2001934440710,-12.8314353479682,1.89,5.03,5.333,
*  56 UMa,170.7065785878204,+43.4826996208089,-36.173,-10.940,5.03,6.86
* alf Psc B,030.511259392,+02.763811289,41.8,-11.0,5.135,
HD  63638,117.1738209672619,-31.6178075094891,-16.00,11.73,6.94,6.34
*  55 Cyg,312.2345463181052,+46.1141344352363,-1.912,-2.529,4.86,4.83
HD  83523,144.0215947003456,-64.9502440507079,-35.080,40.568,6.568,
*  11 Cyg,293.9512676924008,+36.9445394509669,4.072,-1.104,6.034,5.42
* alf Crt,164.9436035842,-18.2987825678,-462.26,129.49,4.07,6.14
HD  11884,029.4968136968250,+47.0955216995803,7.140,-5.930,6.450,8.850
HD  39040,086.9920054413513,-40.6529763273701,1.857,14.929,6.619,
HD  65583,120.1338738122514,+29.2123546225954,-169.907,-1165.025,7.00,7.89
HD 131342,223.8939958611006,-60.1141674683462,-125.691,-112.790,5.180,
* gam02 Del,311.6645799400576,+16.1242877352627,-29.851,-196.058,4.25,
HD 111226,191.9735220593786,-24.8516581590710,-44.034,37.626,6.405,
HD  81307,140.9573628889814,-35.2475086078725,4.354,-10.739,6.56,
HD 155985,259.2730890425370,-44.7785954717566,2.563,-3.801,6.487,6.04
HD   2488,007.1383818489342,-11.2372448762951,98.789,-10.623,6.88,
*   6 Gem,093.0795786907736,+22.9085161160517,0.090,-2.426,6.39,11.11
HD 164447,270.1152424510880,+19.5057864979220,0.070,-1.137,6.430,5.960
*  35 Cas,020.2719419499883,+64.6581314795249,59.294,-23.021,6.322,
HD  42111,092.2412665574722,+02.4996910538886,-1.294,-15.620,5.73,5.86
HD 163025,269.0185444735976,-42.3233271519070,3.655,-36.492,6.77,
HD 185193,294.2775265760092,+22.0059439769774,20.983,-2.317,6.91,
HD  86868,149.7735234606583,-63.3453153216938,21.294,-40.113,6.68,
CCDM J20128-0300AB,303.19713922,-02.99595227,-14.55,0.42,6.9,
V* MX TrA,254.89149433,-69.26816268,-14.28,-12.78,5.884,
HD 203725,321.3477967459706,-45.1619016379484,18.410,-15.365,6.82,
*  82 Leo,171.4143798814327,+03.3011347892317,-33.156,-44.202,6.73,
HD   1237,004.0528297869596,-79.8511790940453,433.908,-56.322,6.578,7.692
*  92 Leo,175.1961117182588,+21.3527298844033,-60.554,-46.527,5.255,
HD 168092,273.6708249964453,+56.5882411965274,-16.372,26.049,6.659,
HD  95379,165.3364609290707,+46.5636313720254,-1.816,6.256,7.00,
HD  29399,068.3914560297259,-62.8236771492054,-117.636,-18.673,5.780,
HD 161587,266.6036715411159,+01.0443493179753,-4.921,-0.252,6.62,
HD 125059,214.3443053522135,-09.0227610676065,-13.736,-5.645,6.59,
* eta Pyx,129.4673007110118,-26.2549994358634,-23.321,-12.579,5.27,
HD 164646,269.9841920544398,+45.5013761915142,2.784,-34.014,5.67,9.15
HD   2112,006.4239543951955,+54.9942071168559,-1.181,-1.560,6.75,
HD 220485,350.9100856309309,+54.0309652534995,13.887,2.010,6.84,
HD  13263,031.7455517838897,-65.9457561653730,6.404,-13.963,6.71,
HD 159170,263.3743555365124,-05.7448032443326,-41.938,-95.484,5.607,
* W Pup,115.9247039913724,-40.9337465078643,131.022,-170.922,5.17,
HD 219458,349.1061881202267,-55.5269281247929,66.230,14.040,6.93,
HD  45674,097.1960961383749,-00.5724074031987,-1.147,-0.727,6.56,
HD 121009,208.6005719842395,-54.4120974941545,4.988,-7.164,6.78,
*  16 Cyg B,295.4665549293958,+50.5175239242283,-134.791,-162.493,6.20,7.07
V* X Cen,177.2991047113226,-41.7575767642940,-25.984,-0.293,7.00,
V* V387 Car,108.4161473435165,-53.6678121140753,-8.12,0.91,6.69,
HD  76947,134.6931144695536,-16.7485751168841,-2.738,-3.840,7.00,
HD 214953,340.6536803960466,-47.2108124641056,7.280,-331.243,6.06,6.64
HD  60294,114.1959789643542,+55.7550650117850,-11.070,-38.262,5.931,
*  37 Gem,103.8277779386131,+25.3756955006603,-37.882,24.211,5.748,
* eta Aur,076.6287223892,+41.2344757558,31.45,-67.87,3.18,2.33
* tau UMa,137.7293352895362,+63.5136289822996,105.526,-60.017,4.640,
V* V701 CrA,285.8237301768834,-38.2531451838910,13.521,13.585,5.716,
HD  35600,081.7844677914531,+30.2086026064577,-0.674,-4.633,5.720,5.56
*  59 And A,032.7201021068571,+39.0395443517271,-13.506,-14.981,6.07,
HD  35985,082.3297561866131,+18.3657016550921,-12.629,-6.533,6.752,
V* KN Vel,146.9331002501371,-49.9432981580925,-18.420,-6.775,6.53,
HD 168130,273.8157914243172,+54.1406901386336,-39.773,-99.348,6.83,
HD  36741,083.4899402585014,+01.4076480650594,2.053,-1.399,6.571,5.62
HD 105340,181.9578131168729,-75.3670161978859,-92.465,18.898,5.165,
V* V2215 Oph,259.0556780729011,-26.5461480809798,-479.850,-1124.545,6.34,
HD 210071,331.5565269504547,+56.3433931726947,16.292,3.155,6.382,
HD  19439,047.7530677810005,+64.8962657784524,-48.974,-15.769,6.50,
HD 213242,337.0812061180196,+64.0851547057536,9.309,-31.424,6.285,
V* RS Pup,123.2675654741407,-34.5785255102954,-3.522,2.824,6.70,8.89
HD  42824,093.1858105416796,-02.5048149058103,-25.118,-1.352,6.616,
HD 118156,203.5911078738862,+38.7892630977452,20.669,21.956,6.37,
* kap Cep,302.2222705186407,+77.7114141274747,12.044,26.199,4.40,
HD 173902,282.3215480455095,-34.7491766550630,37.462,-111.714,6.60,
HD  85055,147.3217933714502,-08.8350633100934,-42.081,2.028,6.86,
HD    319,001.9454183912409,-22.5085571679687,67.833,-35.390,5.923,
* omi Ori,073.1331918326158,+14.2506463863027,-0.05,-54.81,4.721,
* del Ant,157.3974260007806,-30.6070617712616,-32.512,0.918,5.56,5.34
*  80 Vir,203.8804027843881,-05.3961910302938,15.561,82.158,5.706,
HD 124973,214.2030603227230,-08.8844749676341,-18.100,-15.641,6.47,
HD  49955,102.5694919086034,-17.2919775398011,-2.446,-23.651,6.615,
* alf Del,309.9095300038,+15.9120732600,53.82,8.47,3.800,3.550
* eta Ser,275.3275023167,-02.8988268319,-547.75,-701.42,3.25,4.84
HD 189388,300.3615780048472,-40.8143340806505,25.869,-39.120,6.306,
HD  97398,167.9182654384235,-60.3108194264842,-18.840,-8.943,6.677,
HD 182998,292.0219263671243,-18.3593025142018,5.567,-9.587,6.72,
HD 202582,318.42701096,+64.40395283,16.89,-105.13,6.39,7.05
HD  90763,157.1831619258064,-03.7423928511141,3.693,-25.612,6.032,
HD  14172,034.9353182621990,+60.0295486862677,-11.571,-9.592,6.923,
HD 129635,221.0738319115214,-24.1287000651364,-30.824,21.923,6.82,
HD 215769,342.2303250777834,-63.7184047475977,2.212,5.040,6.50,
*  30 Mon,126.4151333783,-03.9064216167,-66.43,-23.41,3.90,3.85
* 113 Tau,081.5238398540050,+16.7001624076285,0.402,-6.120,6.230,5.52
*  85 Peg,000.5430880802396,+27.0817991079844,723.110,-933.754,5.75,6.47
HD 191994,300.6105868357672,+79.6810094305283,6.673,-7.273,6.70,
HD 202027,318.9213390614709,-57.6313540889400,25.265,-14.248,6.55,
HD 109132,188.1366804056901,-21.2121165292750,-136.947,-47.855,6.39,
HD  66598,120.7673361973409,-32.4635486356250,-13.328,8.942,5.808,
HD 212044,335.0946224457823,+51.8609993229674,2.831,-0.547,6.98,6.11
HD  16733,040.0102953330432,-30.6336845488812,-14.435,-62.628,6.517,
* r Pup,123.3729883200,-35.8995183961,-7.30,9.75,4.77,3.68
V* V1155 Ori,094.7576683569051,+17.3252741909948,-4.832,-7.024,6.32,5.95
HD 194789,306.5160742055657,+40.4017019820885,6.162,3.929,6.636,
HD  76216,134.3547302857486,+58.2188245693359,-56.379,0.663,6.920,7.190
HD  59106,112.5430812608186,+38.1694722595768,25.313,-59.263,6.98,
* gam Pic,087.4569242267,-56.1666613200,81.13,-71.12,4.494,
HD 185264,293.9831091190731,+50.2386165982707,-3.017,36.858,6.460,8.380
HD 110834,191.1129141957258,+44.1030064891847,-31.581,3.644,6.335,
HD 183611,291.6104048184413,+62.5571643393239,32.856,37.071,6.38,9.48
HD  51043,103.1959254540409,-54.0903352806284,-4.122,8.413,6.545,
HD 108500,187.07032984,-61.76570874,71.99,-158.70,6.82,7.67
HD 127716,218.5331936403504,-42.0992569161744,-17.001,-11.433,6.594,
HD   7299,018.3865295677148,+29.7362256136249,-12.411,-37.059,6.74,
HD 139906,234.6425514367788,+50.4232572664530,-10.243,-32.014,5.84,
HD  86754,149.8592004235486,-44.9554686071082,-7.331,1.695,6.72,
HD  60318,113.7866718894070,+30.9609249924422,-23.854,5.808,5.347,
HD  16589,039.6034799133772,-37.9905442489980,114.961,-62.659,6.483,
HD 217715,345.5877239636258,+23.3404781266591,16.093,13.030,6.84,
HD 196345,309.0662214107283,+16.8147276370583,13.271,14.621,6.570,9.610
HD  17228,041.7430091275845,+35.9835206347749,54.584,-5.127,6.250,7.850
*  42 Cnc,130.1800238283517,+19.7193155304681,-36.167,-12.105,6.840,7.190
HD 222803,356.0055061422973,-45.0831216363958,326.286,3.330,6.09,
HD 194708,306.3571912168299,+42.6050532806839,46.722,28.095,6.877,
HD  81025A,141.2320093932721,+51.5738944361086,40.609,-7.970,6.435,
*  40 Tau,060.9358471188538,+05.4356186025959,2.18,-5.56,5.33,4.68
HD  30080,070.7887218892580,-30.7655605215771,-30.790,-67.724,5.663,
HD  23100,054.9134972336119,-56.2345887838175,5.731,15.209,6.82,
HD  43636,093.9882009553247,-29.7884230400384,-3.834,4.423,6.647,
HD  99647,172.0086008864120,+11.9730957592384,-18.667,-14.314,6.560,10.010
HD  19270,046.5986930375605,+13.1872527838555,-0.528,-62.685,5.635,
HD 148317,246.6633557952884,+15.9726376781804,0.731,-3.502,6.69,
CD-61  3943,205.6690352815816,-61.7378353495992,-4.560,-1.991,6.858,
HD  24496,058.6168052352550,+16.6160527032186,214.191,-167.336,6.810,7.840
HD  51101,104.2490781117087,+24.6427971605170,-24.569,-25.188,6.83,
V* V1339 Cyg,325.5348037159148,+45.7656939430244,-0.254,-19.596,6.23,
HD  37339,084.9033305996191,+37.9888960688378,-2.716,-2.444,6.95,6.63
HD  61885,115.4660254066396,+13.4804569018770,-36.421,-23.724,5.800,9.450
HD 202951,319.7167698287489,+11.2033819948973,23.728,15.448,5.951,
HD 217731,345.5471868339326,+44.5728585905173,10.191,-17.565,6.43,
HD  29851,070.4251319362809,-12.4757815592355,-6.097,15.542,6.64,
HD 176896,285.2300073353781,+33.8021551945849,5.358,2.578,6.038,
* omi Ser,265.3536369279,-12.8753079478,-72.90,-55.55,4.228,
